emp_id,gender,age,location,domicile_distance_km,transport_mode,day_of_week,is_holiday,entry_time,scheduled_time,lateness_min,lateness_label
E0135,F,42,ICT_PROJECT,14.3,Walking,Friday,No,08:21,08:00,21,Late
E0091,F,52,ICT_PROJECT,28.8,Walking,Friday,No,07:40,08:00,-19,On_Time
E0077,M,41,PJOP_SURABAYA,21.4,Bike,Wednesday,No,07:58,08:00,-1,On_Time
E0123,F,39,PJOP_SURABAYA,4.5,Bike,Thursday,No,08:05,08:00,5,On_Time
E0089,M,40,ADMIN,9.3,Public_Transport,Wednesday,No,08:02,08:00,2,On_Time
E0114,F,52,ICT_PROJECT,6.9,Walking,Friday,No,07:53,08:00,-6,On_Time
E0179,F,30,ADMIN,18.9,Private_Vehicle,Tuesday,No,07:57,08:00,-2,On_Time
E0013,M,36,ADMIN,3.9,Walking,Thursday,No,07:55,08:00,-4,On_Time
E0026,M,22,RND_CENTER,29.4,Private_Vehicle,Thursday,No,07:54,08:00,-5,On_Time
E0168,F,52,ICT_PROJECT,22.9,Walking,Wednesday,No,08:08,08:00,8,Late
E0074,M,27,RND_CENTER,7.7,Public_Transport,Tuesday,No,08:03,08:00,3,On_Time
E0107,M,24,HR_TEAM,23.9,Private_Vehicle,Wednesday,No,07:53,08:00,-6,On_Time
E0010,M,41,RND_CENTER,18.5,Walking,Wednesday,No,08:08,08:00,8,Late
E0117,F,30,RND_CENTER,14.6,Private_Vehicle,Monday,No,08:03,08:00,3,On_Time
E0085,M,51,PJOP_SURABAYA,21.8,Public_Transport,Wednesday,No,08:08,08:00,8,Late
E0076,M,33,RND_CENTER,25.8,Bike,Thursday,No,08:06,08:00,6,Late
E0132,F,27,HR_TEAM,20.4,Private_Vehicle,Tuesday,No,07:51,08:00,-8,On_Time
E0123,F,37,ADMIN,8.6,Private_Vehicle,Thursday,No,07:54,08:00,-5,On_Time
E0193,F,43,PJOP_SURABAYA,17.9,Public_Transport,Wednesday,No,08:07,08:00,7,Late
E0168,F,37,ADMIN,20.4,Bike,Wednesday,No,08:06,08:00,6,Late
E0041,F,54,PJOP_SURABAYA,21.0,Walking,Wednesday,No,07:59,08:00,0,On_Time
E0158,M,36,ICT_PROJECT,14.9,Bike,Friday,No,08:01,08:00,1,On_Time
E0096,F,52,RND_CENTER,24.3,Private_Vehicle,Tuesday,No,08:12,08:00,12,Late
E0175,M,55,HR_TEAM,16.3,Walking,Monday,No,07:54,08:00,-5,On_Time
E0145,M,25,RND_CENTER,27.2,Private_Vehicle,Friday,No,08:05,08:00,5,On_Time
E0138,M,32,PJOP_SURABAYA,25.8,Bike,Monday,No,07:57,08:00,-2,On_Time
E0175,M,53,ADMIN,27.1,Bike,Monday,No,07:57,08:00,-2,On_Time
E0117,M,54,HR_TEAM,14.2,Public_Transport,Friday,No,08:10,08:00,10,Late
E0119,F,23,HR_TEAM,8.4,Public_Transport,Tuesday,No,08:08,08:00,8,Late
E0149,M,24,HR_TEAM,11.0,Public_Transport,Friday,No,08:08,08:00,8,Late
E0016,M,52,ADMIN,9.3,Private_Vehicle,Tuesday,No,08:13,08:00,13,Late
E0197,F,45,HR_TEAM,14.0,Bike,Thursday,No,08:00,08:00,0,On_Time
E0021,M,44,ADMIN,6.2,Bike,Friday,No,08:06,08:00,6,Late
E0033,M,22,ADMIN,29.4,Bike,Friday,No,07:56,08:00,-3,On_Time
E0109,F,36,ICT_PROJECT,14.4,Private_Vehicle,Wednesday,No,08:03,08:00,3,On_Time
E0049,M,24,HR_TEAM,18.8,Public_Transport,Tuesday,No,07:58,08:00,-1,On_Time
E0053,M,28,RND_CENTER,2.0,Public_Transport,Tuesday,No,08:00,08:00,0,On_Time
E0190,M,47,HR_TEAM,7.8,Private_Vehicle,Monday,No,08:05,08:00,5,On_Time
E0036,F,36,RND_CENTER,10.2,Walking,Tuesday,No,07:51,08:00,-8,On_Time
E0078,M,55,ICT_PROJECT,13.0,Walking,Monday,No,08:20,08:00,20,Late
E0143,M,49,RND_CENTER,15.4,Walking,Thursday,No,07:49,08:00,-10,On_Time
E0135,F,48,HR_TEAM,5.3,Bike,Tuesday,No,07:47,08:00,-12,On_Time
E0194,F,37,ICT_PROJECT,9.7,Private_Vehicle,Thursday,No,08:11,08:00,11,Late
E0015,F,48,RND_CENTER,16.4,Bike,Tuesday,No,08:07,08:00,7,Late
E0066,M,43,ADMIN,27.7,Walking,Monday,No,08:06,08:00,6,Late
E0138,M,25,PJOP_SURABAYA,11.9,Public_Transport,Monday,No,08:06,08:00,6,Late
E0049,M,52,ICT_PROJECT,26.2,Walking,Wednesday,No,07:59,08:00,0,On_Time
E0004,M,34,ADMIN,22.7,Bike,Tuesday,No,07:51,08:00,-8,On_Time
E0179,M,47,ICT_PROJECT,17.0,Walking,Thursday,No,08:00,08:00,0,On_Time
E0120,F,41,PJOP_SURABAYA,11.4,Bike,Thursday,No,07:53,08:00,-6,On_Time
E0026,F,42,ICT_PROJECT,11.8,Bike,Monday,No,08:09,08:00,9,Late
E0145,M,31,ADMIN,8.6,Bike,Wednesday,No,07:58,08:00,-1,On_Time
E0040,M,43,ICT_PROJECT,12.0,Private_Vehicle,Thursday,No,07:51,08:00,-8,On_Time
E0141,F,38,HR_TEAM,29.0,Bike,Thursday,No,07:56,08:00,-3,On_Time
E0044,F,32,ICT_PROJECT,21.9,Bike,Tuesday,No,08:04,08:00,4,On_Time
E0139,M,55,ADMIN,25.3,Public_Transport,Monday,No,07:54,08:00,-5,On_Time
E0196,M,48,ICT_PROJECT,25.4,Private_Vehicle,Monday,No,07:51,08:00,-8,On_Time
E0182,M,22,ICT_PROJECT,15.7,Walking,Monday,No,08:02,08:00,2,On_Time
E0159,F,53,ADMIN,1.2,Bike,Monday,No,08:02,08:00,2,On_Time
E0005,F,40,ADMIN,15.6,Bike,Tuesday,No,07:54,08:00,-5,On_Time
E0028,M,55,ICT_PROJECT,8.0,Walking,Wednesday,No,07:55,08:00,-4,On_Time
E0069,F,27,PJOP_SURABAYA,28.8,Bike,Friday,No,08:02,08:00,2,On_Time
E0063,M,41,ADMIN,20.0,Public_Transport,Monday,No,07:45,08:00,-14,On_Time
E0104,F,46,RND_CENTER,14.8,Public_Transport,Tuesday,No,07:45,08:00,-14,On_Time
E0022,F,49,PJOP_SURABAYA,17.4,Public_Transport,Friday,No,07:52,08:00,-7,On_Time
E0011,M,35,RND_CENTER,14.8,Public_Transport,Monday,No,07:57,08:00,-2,On_Time
E0176,F,24,ICT_PROJECT,27.9,Walking,Monday,No,08:03,08:00,3,On_Time
E0054,M,47,ADMIN,9.7,Private_Vehicle,Friday,No,08:14,08:00,14,Late
E0100,F,46,ICT_PROJECT,23.9,Public_Transport,Friday,No,08:08,08:00,8,Late
E0191,F,25,ADMIN,13.7,Public_Transport,Wednesday,No,07:58,08:00,-1,On_Time
E0155,F,42,ADMIN,19.4,Bike,Thursday,No,07:59,08:00,0,On_Time
E0059,F,46,HR_TEAM,6.4,Bike,Monday,No,07:49,08:00,-10,On_Time
E0198,F,37,ADMIN,3.4,Private_Vehicle,Thursday,No,07:59,08:00,0,On_Time
E0183,M,46,PJOP_SURABAYA,11.5,Public_Transport,Monday,No,07:57,08:00,-2,On_Time
E0079,F,45,PJOP_SURABAYA,4.0,Public_Transport,Tuesday,No,08:03,08:00,3,On_Time
E0111,F,54,HR_TEAM,4.0,Public_Transport,Wednesday,No,07:51,08:00,-8,On_Time
E0142,M,42,HR_TEAM,1.4,Bike,Thursday,No,08:05,08:00,5,On_Time
E0200,M,37,RND_CENTER,16.1,Bike,Tuesday,No,08:15,08:00,15,Late
E0036,F,41,PJOP_SURABAYA,15.3,Public_Transport,Tuesday,No,07:58,08:00,-1,On_Time
E0112,F,48,PJOP_SURABAYA,15.0,Public_Transport,Wednesday,No,08:04,08:00,4,On_Time
E0065,M,53,RND_CENTER,18.9,Bike,Monday,No,08:06,08:00,6,Late
E0035,F,22,HR_TEAM,10.6,Bike,Wednesday,No,07:55,08:00,-4,On_Time
E0113,F,49,RND_CENTER,4.9,Walking,Friday,No,08:02,08:00,2,On_Time
E0178,M,52,PJOP_SURABAYA,6.2,Bike,Wednesday,No,08:00,08:00,0,On_Time
E0075,F,37,PJOP_SURABAYA,11.9,Bike,Wednesday,No,08:00,08:00,0,On_Time
E0030,M,33,RND_CENTER,1.8,Bike,Tuesday,No,07:52,08:00,-7,On_Time
E0113,F,26,HR_TEAM,20.5,Private_Vehicle,Wednesday,No,08:00,08:00,0,On_Time
E0062,F,31,HR_TEAM,23.9,Public_Transport,Thursday,No,08:04,08:00,4,On_Time
E0154,F,47,RND_CENTER,15.7,Bike,Friday,No,08:14,08:00,14,Late
E0010,F,27,ADMIN,23.3,Walking,Tuesday,No,08:09,08:00,9,Late
E0166,M,47,PJOP_SURABAYA,29.0,Bike,Monday,No,08:21,08:00,21,Late
E0003,M,38,ICT_PROJECT,15.8,Private_Vehicle,Thursday,No,07:52,08:00,-7,On_Time
E0096,F,51,RND_CENTER,21.0,Private_Vehicle,Wednesday,No,08:08,08:00,8,Late
E0007,F,28,PJOP_SURABAYA,13.1,Public_Transport,Monday,No,08:01,08:00,1,On_Time
E0187,M,44,PJOP_SURABAYA,10.9,Private_Vehicle,Friday,No,08:21,08:00,21,Late
E0124,F,52,ADMIN,13.7,Bike,Wednesday,No,07:51,08:00,-8,On_Time
E0018,F,24,ADMIN,1.7,Walking,Monday,No,07:51,08:00,-8,On_Time
E0174,M,37,RND_CENTER,6.1,Private_Vehicle,Wednesday,No,07:54,08:00,-5,On_Time
E0144,F,51,ICT_PROJECT,24.1,Private_Vehicle,Tuesday,No,07:38,08:00,-21,On_Time
E0164,F,47,ADMIN,22.4,Private_Vehicle,Thursday,No,07:54,08:00,-5,On_Time
E0152,F,46,ADMIN,21.4,Private_Vehicle,Wednesday,No,07:52,08:00,-7,On_Time
E0193,M,28,RND_CENTER,6.4,Walking,Tuesday,No,08:01,08:00,1,On_Time
E0118,M,38,HR_TEAM,16.3,Walking,Friday,No,08:03,08:00,3,On_Time
E0100,F,29,PJOP_SURABAYA,11.2,Bike,Friday,No,08:18,08:00,18,Late
E0045,F,27,ICT_PROJECT,10.1,Private_Vehicle,Wednesday,No,08:09,08:00,9,Late
E0030,M,45,ICT_PROJECT,15.8,Bike,Friday,No,07:54,08:00,-5,On_Time
E0036,F,49,ICT_PROJECT,15.1,Private_Vehicle,Friday,No,07:51,08:00,-8,On_Time
E0043,F,40,ICT_PROJECT,6.4,Bike,Friday,No,08:04,08:00,4,On_Time
E0014,F,22,HR_TEAM,5.0,Bike,Friday,No,07:46,08:00,-13,On_Time
E0130,F,48,HR_TEAM,13.1,Bike,Thursday,No,08:18,08:00,18,Late
E0043,M,23,ICT_PROJECT,9.5,Walking,Tuesday,No,08:11,08:00,11,Late
E0138,F,32,HR_TEAM,17.4,Bike,Friday,No,07:55,08:00,-4,On_Time
E0131,M,29,PJOP_SURABAYA,23.5,Walking,Friday,No,07:42,08:00,-17,On_Time
E0194,M,50,RND_CENTER,7.3,Bike,Monday,No,08:13,08:00,13,Late
E0189,M,41,ADMIN,14.0,Walking,Monday,No,07:58,08:00,-1,On_Time
E0113,M,37,ICT_PROJECT,24.5,Walking,Friday,No,08:12,08:00,12,Late
E0162,F,32,RND_CENTER,5.0,Private_Vehicle,Tuesday,No,07:44,08:00,-15,On_Time
E0016,F,39,RND_CENTER,16.6,Walking,Wednesday,No,07:54,08:00,-5,On_Time
E0075,F,54,ADMIN,4.9,Bike,Monday,No,08:00,08:00,0,On_Time
E0071,M,30,ICT_PROJECT,5.2,Walking,Tuesday,No,08:00,08:00,0,On_Time
E0195,F,53,ICT_PROJECT,17.7,Walking,Thursday,No,07:55,08:00,-4,On_Time
E0097,F,26,ADMIN,12.7,Walking,Wednesday,No,08:06,08:00,6,Late
E0117,F,42,RND_CENTER,1.1,Public_Transport,Thursday,No,07:49,08:00,-10,On_Time
E0163,F,26,RND_CENTER,12.5,Bike,Tuesday,No,07:58,08:00,-1,On_Time
E0127,F,42,PJOP_SURABAYA,10.8,Private_Vehicle,Friday,No,08:01,08:00,1,On_Time
E0125,F,25,ADMIN,3.9,Bike,Monday,No,08:05,08:00,5,On_Time
E0032,M,50,HR_TEAM,1.0,Bike,Tuesday,No,08:07,08:00,7,Late
E0177,M,41,ICT_PROJECT,26.4,Walking,Monday,No,07:48,08:00,-11,On_Time
E0168,F,38,ADMIN,11.8,Private_Vehicle,Monday,No,07:44,08:00,-15,On_Time
E0102,F,36,HR_TEAM,20.0,Public_Transport,Monday,No,08:12,08:00,12,Late
E0055,F,26,ICT_PROJECT,18.2,Bike,Monday,No,08:03,08:00,3,On_Time
E0003,F,29,HR_TEAM,21.1,Bike,Monday,No,07:52,08:00,-7,On_Time
E0059,F,27,ADMIN,4.0,Walking,Wednesday,No,08:15,08:00,15,Late
E0036,F,30,ICT_PROJECT,3.0,Public_Transport,Friday,No,08:01,08:00,1,On_Time
E0167,M,50,PJOP_SURABAYA,22.0,Private_Vehicle,Thursday,No,08:11,08:00,11,Late
E0158,F,35,ADMIN,27.0,Private_Vehicle,Monday,No,08:00,08:00,0,On_Time
E0151,F,44,HR_TEAM,10.1,Private_Vehicle,Tuesday,No,08:20,08:00,20,Late
E0071,M,37,RND_CENTER,18.4,Walking,Monday,No,08:17,08:00,17,Late
E0169,F,35,RND_CENTER,18.6,Private_Vehicle,Thursday,No,07:57,08:00,-2,On_Time
E0076,M,37,HR_TEAM,12.2,Private_Vehicle,Thursday,No,08:09,08:00,9,Late
E0164,M,55,ADMIN,29.6,Walking,Tuesday,No,08:06,08:00,6,Late
E0100,F,45,RND_CENTER,20.8,Bike,Monday,No,08:13,08:00,13,Late
E0005,M,22,PJOP_SURABAYA,7.3,Public_Transport,Thursday,No,07:50,08:00,-9,On_Time
E0130,F,54,HR_TEAM,13.3,Bike,Monday,No,08:06,08:00,6,Late
E0164,M,39,ADMIN,10.0,Private_Vehicle,Tuesday,No,08:10,08:00,10,Late
E0138,F,47,RND_CENTER,19.4,Public_Transport,Wednesday,No,07:42,08:00,-17,On_Time
E0179,F,37,ADMIN,8.1,Bike,Monday,No,07:48,08:00,-11,On_Time
E0117,M,41,ICT_PROJECT,4.5,Private_Vehicle,Monday,No,07:39,08:00,-20,On_Time
E0042,F,44,RND_CENTER,16.0,Walking,Tuesday,No,07:57,08:00,-2,On_Time
E0096,M,39,ADMIN,23.4,Public_Transport,Wednesday,No,08:07,08:00,7,Late
E0110,F,55,ADMIN,8.6,Public_Transport,Thursday,No,08:15,08:00,15,Late
E0117,F,25,HR_TEAM,25.9,Private_Vehicle,Wednesday,No,08:00,08:00,0,On_Time
E0041,F,28,RND_CENTER,20.5,Public_Transport,Tuesday,No,08:16,08:00,16,Late
E0190,M,24,ADMIN,8.1,Bike,Wednesday,No,07:46,08:00,-13,On_Time
E0099,M,33,ADMIN,17.0,Bike,Tuesday,No,07:42,08:00,-17,On_Time
E0083,M,48,PJOP_SURABAYA,8.9,Public_Transport,Friday,No,07:59,08:00,0,On_Time
E0096,M,54,ADMIN,6.2,Public_Transport,Thursday,No,08:03,08:00,3,On_Time
E0018,F,40,PJOP_SURABAYA,10.5,Bike,Monday,No,07:59,08:00,0,On_Time
E0095,M,40,RND_CENTER,23.8,Private_Vehicle,Thursday,No,07:39,08:00,-20,On_Time
E0095,F,34,RND_CENTER,23.1,Private_Vehicle,Tuesday,No,07:59,08:00,0,On_Time
E0002,F,23,ICT_PROJECT,16.7,Public_Transport,Wednesday,No,07:46,08:00,-13,On_Time
E0001,F,41,ADMIN,7.0,Private_Vehicle,Thursday,No,08:06,08:00,6,Late
E0126,M,31,PJOP_SURABAYA,3.7,Private_Vehicle,Friday,No,08:03,08:00,3,On_Time
E0106,F,51,ADMIN,17.8,Private_Vehicle,Thursday,No,07:50,08:00,-9,On_Time
E0020,M,49,ICT_PROJECT,7.9,Walking,Wednesday,No,07:54,08:00,-5,On_Time
E0101,F,42,HR_TEAM,8.9,Public_Transport,Tuesday,No,07:49,08:00,-10,On_Time
E0035,M,31,ADMIN,5.8,Bike,Wednesday,No,07:59,08:00,0,On_Time
E0105,M,44,ICT_PROJECT,14.1,Bike,Wednesday,No,08:09,08:00,9,Late
E0031,M,32,PJOP_SURABAYA,25.0,Public_Transport,Tuesday,No,07:50,08:00,-9,On_Time
E0084,M,27,ICT_PROJECT,29.1,Bike,Friday,No,08:05,08:00,5,On_Time
E0013,F,38,ICT_PROJECT,1.9,Bike,Thursday,No,07:54,08:00,-5,On_Time
E0143,M,28,HR_TEAM,4.0,Private_Vehicle,Monday,No,07:52,08:00,-7,On_Time
E0004,M,36,ICT_PROJECT,6.7,Bike,Wednesday,No,07:58,08:00,-1,On_Time
E0176,M,38,ADMIN,1.6,Public_Transport,Tuesday,No,07:49,08:00,-10,On_Time
E0166,F,30,ADMIN,27.2,Walking,Monday,No,07:54,08:00,-5,On_Time
E0011,F,25,ICT_PROJECT,27.8,Bike,Thursday,No,07:48,08:00,-11,On_Time
E0128,M,46,HR_TEAM,6.0,Private_Vehicle,Tuesday,No,08:19,08:00,19,Late
E0071,F,50,ICT_PROJECT,2.0,Private_Vehicle,Wednesday,No,08:00,08:00,0,On_Time
E0128,F,52,ADMIN,3.5,Bike,Tuesday,No,07:53,08:00,-6,On_Time
E0108,M,55,ICT_PROJECT,19.3,Public_Transport,Thursday,No,08:02,08:00,2,On_Time
E0183,F,52,RND_CENTER,23.7,Walking,Friday,No,07:58,08:00,-1,On_Time
E0129,F,46,PJOP_SURABAYA,6.2,Walking,Friday,No,07:57,08:00,-2,On_Time
E0057,M,39,ADMIN,24.5,Bike,Friday,No,08:06,08:00,6,Late
E0092,M,32,ADMIN,8.2,Private_Vehicle,Wednesday,No,08:07,08:00,7,Late
E0137,M,36,RND_CENTER,25.5,Bike,Wednesday,No,07:54,08:00,-5,On_Time
E0045,M,37,RND_CENTER,10.2,Walking,Friday,No,07:54,08:00,-5,On_Time
E0008,F,31,RND_CENTER,28.5,Bike,Friday,No,07:57,08:00,-2,On_Time
E0080,M,53,ADMIN,3.6,Private_Vehicle,Friday,No,07:36,08:00,-23,On_Time
E0057,M,55,HR_TEAM,1.0,Private_Vehicle,Tuesday,No,07:44,08:00,-15,On_Time
E0088,M,42,ADMIN,1.6,Private_Vehicle,Monday,No,08:13,08:00,13,Late
E0135,F,26,PJOP_SURABAYA,21.4,Bike,Friday,No,08:16,08:00,16,Late
E0026,F,41,PJOP_SURABAYA,5.0,Private_Vehicle,Thursday,No,07:57,08:00,-2,On_Time
E0164,F,42,ICT_PROJECT,21.5,Walking,Tuesday,No,08:05,08:00,5,On_Time
E0171,M,46,PJOP_SURABAYA,22.3,Walking,Tuesday,No,08:03,08:00,3,On_Time
E0046,M,47,RND_CENTER,1.9,Walking,Friday,No,08:30,08:00,30,Late
E0057,M,53,ICT_PROJECT,10.6,Public_Transport,Tuesday,No,08:11,08:00,11,Late
E0089,F,32,ADMIN,24.8,Walking,Thursday,No,07:58,08:00,-1,On_Time
E0003,F,35,ICT_PROJECT,21.1,Walking,Wednesday,No,07:50,08:00,-9,On_Time
E0028,M,25,HR_TEAM,13.7,Bike,Tuesday,No,07:43,08:00,-16,On_Time
E0106,F,46,PJOP_SURABAYA,16.8,Public_Transport,Thursday,No,08:02,08:00,2,On_Time
E0148,M,32,HR_TEAM,3.1,Public_Transport,Wednesday,No,07:52,08:00,-7,On_Time
E0006,F,38,ADMIN,3.2,Private_Vehicle,Thursday,No,07:45,08:00,-14,On_Time
E0042,M,27,PJOP_SURABAYA,18.2,Bike,Monday,No,07:53,08:00,-6,On_Time
E0111,M,49,ICT_PROJECT,2.6,Walking,Tuesday,No,07:49,08:00,-10,On_Time
E0049,F,38,PJOP_SURABAYA,9.6,Public_Transport,Monday,No,08:16,08:00,16,Late
E0101,F,31,ADMIN,11.5,Bike,Monday,No,08:08,08:00,8,Late
E0076,F,34,ADMIN,1.7,Private_Vehicle,Wednesday,No,07:59,08:00,0,On_Time
E0021,F,29,PJOP_SURABAYA,23.8,Bike,Thursday,No,08:14,08:00,14,Late
E0170,F,27,RND_CENTER,12.2,Walking,Thursday,No,08:00,08:00,0,On_Time
E0095,M,50,ADMIN,8.6,Bike,Wednesday,No,07:51,08:00,-8,On_Time
E0058,F,25,ICT_PROJECT,22.8,Public_Transport,Monday,No,08:15,08:00,15,Late
E0172,F,48,RND_CENTER,7.6,Public_Transport,Thursday,No,08:05,08:00,5,On_Time
E0134,F,52,RND_CENTER,26.6,Bike,Wednesday,No,07:49,08:00,-10,On_Time
E0021,F,24,RND_CENTER,17.6,Private_Vehicle,Monday,No,07:58,08:00,-1,On_Time
E0194,F,33,ICT_PROJECT,29.2,Private_Vehicle,Tuesday,No,07:51,08:00,-8,On_Time
E0011,F,27,HR_TEAM,6.9,Private_Vehicle,Friday,No,07:46,08:00,-13,On_Time
E0067,F,26,ADMIN,12.3,Bike,Friday,No,08:09,08:00,9,Late
E0084,F,55,HR_TEAM,27.6,Public_Transport,Friday,No,08:19,08:00,19,Late
E0151,F,29,HR_TEAM,5.3,Public_Transport,Monday,No,07:46,08:00,-13,On_Time
E0145,M,40,RND_CENTER,26.5,Bike,Wednesday,No,08:05,08:00,5,On_Time
E0099,F,52,ADMIN,6.0,Bike,Tuesday,No,07:53,08:00,-6,On_Time
E0159,F,24,HR_TEAM,26.8,Walking,Tuesday,No,07:55,08:00,-4,On_Time
E0013,F,39,PJOP_SURABAYA,1.6,Walking,Wednesday,No,07:54,08:00,-5,On_Time
E0072,F,28,ICT_PROJECT,4.9,Bike,Wednesday,No,07:51,08:00,-8,On_Time
E0069,F,27,ICT_PROJECT,13.8,Bike,Thursday,No,08:00,08:00,0,On_Time
E0195,F,25,RND_CENTER,24.0,Public_Transport,Wednesday,No,07:51,08:00,-8,On_Time
E0182,F,30,RND_CENTER,26.5,Public_Transport,Tuesday,No,08:02,08:00,2,On_Time
E0050,M,25,ICT_PROJECT,2.0,Public_Transport,Wednesday,No,07:59,08:00,0,On_Time
E0181,M,39,PJOP_SURABAYA,24.9,Bike,Monday,No,07:57,08:00,-2,On_Time
E0175,M,37,PJOP_SURABAYA,15.2,Bike,Tuesday,No,07:50,08:00,-9,On_Time
E0122,F,44,ICT_PROJECT,25.3,Walking,Monday,No,07:54,08:00,-5,On_Time
E0073,M,46,ADMIN,5.7,Private_Vehicle,Tuesday,No,08:07,08:00,7,Late
E0166,M,35,PJOP_SURABAYA,19.9,Public_Transport,Monday,No,08:05,08:00,5,On_Time
E0122,M,33,RND_CENTER,24.2,Private_Vehicle,Wednesday,No,07:50,08:00,-9,On_Time
E0156,F,39,HR_TEAM,27.0,Walking,Thursday,No,08:00,08:00,0,On_Time
E0065,M,51,PJOP_SURABAYA,20.6,Bike,Friday,No,08:07,08:00,7,Late
E0027,M,54,PJOP_SURABAYA,17.3,Walking,Wednesday,No,07:43,08:00,-16,On_Time
E0176,M,52,ADMIN,10.8,Walking,Wednesday,No,08:05,08:00,5,On_Time
E0071,F,41,ICT_PROJECT,5.3,Private_Vehicle,Monday,No,07:53,08:00,-6,On_Time
E0154,F,42,ICT_PROJECT,21.9,Bike,Wednesday,No,08:05,08:00,5,On_Time
E0067,F,47,HR_TEAM,22.4,Private_Vehicle,Wednesday,No,07:52,08:00,-7,On_Time
E0186,M,52,PJOP_SURABAYA,15.7,Private_Vehicle,Friday,No,07:41,08:00,-18,On_Time
E0047,F,28,HR_TEAM,4.7,Walking,Friday,No,07:43,08:00,-16,On_Time
E0196,M,43,ADMIN,7.4,Private_Vehicle,Wednesday,No,08:00,08:00,0,On_Time
E0108,F,45,PJOP_SURABAYA,18.0,Bike,Monday,No,08:02,08:00,2,On_Time
E0121,M,26,HR_TEAM,26.8,Public_Transport,Thursday,No,07:50,08:00,-9,On_Time
E0136,F,48,ADMIN,26.3,Private_Vehicle,Tuesday,No,08:06,08:00,6,Late
E0052,F,48,RND_CENTER,26.9,Bike,Tuesday,No,07:43,08:00,-16,On_Time
E0081,M,27,HR_TEAM,10.6,Private_Vehicle,Wednesday,No,07:59,08:00,0,On_Time
E0163,M,22,HR_TEAM,8.9,Private_Vehicle,Friday,No,07:47,08:00,-12,On_Time
E0196,M,53,ADMIN,4.8,Bike,Thursday,No,07:53,08:00,-6,On_Time
E0104,F,52,HR_TEAM,1.1,Private_Vehicle,Wednesday,No,08:00,08:00,0,On_Time
E0004,F,55,ICT_PROJECT,1.5,Public_Transport,Tuesday,No,07:51,08:00,-8,On_Time
E0058,F,41,ICT_PROJECT,4.0,Walking,Tuesday,No,07:56,08:00,-3,On_Time
E0017,M,41,PJOP_SURABAYA,14.2,Walking,Thursday,No,08:10,08:00,10,Late
E0176,M,43,HR_TEAM,11.4,Private_Vehicle,Tuesday,No,07:54,08:00,-5,On_Time
E0104,M,36,ICT_PROJECT,22.1,Private_Vehicle,Tuesday,No,08:08,08:00,8,Late
E0188,M,54,ICT_PROJECT,4.6,Public_Transport,Thursday,No,07:48,08:00,-11,On_Time
E0164,F,25,RND_CENTER,29.8,Public_Transport,Monday,No,08:05,08:00,5,On_Time
E0013,M,48,HR_TEAM,12.0,Walking,Thursday,No,08:14,08:00,14,Late
E0180,M,35,ADMIN,9.7,Public_Transport,Friday,No,07:35,08:00,-24,On_Time
E0070,M,48,ADMIN,15.8,Public_Transport,Wednesday,No,07:52,08:00,-7,On_Time
E0030,M,53,ICT_PROJECT,18.7,Walking,Friday,No,08:05,08:00,5,On_Time
E0052,F,48,PJOP_SURABAYA,5.7,Bike,Tuesday,No,07:57,08:00,-2,On_Time
E0177,F,43,ICT_PROJECT,1.1,Public_Transport,Monday,No,08:03,08:00,3,On_Time
E0147,F,31,ADMIN,23.6,Public_Transport,Monday,No,07:53,08:00,-6,On_Time
E0066,M,51,PJOP_SURABAYA,8.7,Public_Transport,Monday,No,08:00,08:00,0,On_Time
E0045,M,40,PJOP_SURABAYA,24.2,Walking,Thursday,No,07:58,08:00,-1,On_Time
E0190,M,28,ADMIN,1.3,Private_Vehicle,Tuesday,No,08:11,08:00,11,Late
E0085,F,50,RND_CENTER,8.8,Public_Transport,Wednesday,No,08:02,08:00,2,On_Time
E0088,M,29,HR_TEAM,12.6,Bike,Wednesday,No,08:03,08:00,3,On_Time
E0099,F,48,ICT_PROJECT,4.3,Public_Transport,Tuesday,No,07:55,08:00,-4,On_Time
E0027,F,52,RND_CENTER,20.7,Private_Vehicle,Friday,No,07:55,08:00,-4,On_Time
E0098,F,23,ICT_PROJECT,15.0,Bike,Monday,No,07:55,08:00,-4,On_Time
E0106,F,24,ADMIN,8.6,Walking,Monday,No,08:03,08:00,3,On_Time
E0181,M,43,RND_CENTER,16.2,Public_Transport,Thursday,No,07:55,08:00,-4,On_Time
E0170,M,52,PJOP_SURABAYA,20.2,Bike,Tuesday,No,08:02,08:00,2,On_Time
E0143,M,22,ICT_PROJECT,15.7,Bike,Thursday,No,08:20,08:00,20,Late
E0043,M,53,PJOP_SURABAYA,8.0,Walking,Monday,No,08:08,08:00,8,Late
E0130,M,46,HR_TEAM,24.7,Public_Transport,Thursday,No,07:56,08:00,-3,On_Time
E0114,F,27,HR_TEAM,14.0,Public_Transport,Thursday,No,08:12,08:00,12,Late
E0191,M,28,HR_TEAM,13.0,Public_Transport,Monday,No,07:55,08:00,-4,On_Time
E0155,F,54,RND_CENTER,7.0,Bike,Wednesday,No,07:39,08:00,-20,On_Time
E0094,M,36,HR_TEAM,10.6,Bike,Wednesday,No,07:49,08:00,-10,On_Time
E0184,F,29,ADMIN,23.0,Private_Vehicle,Monday,No,07:41,08:00,-18,On_Time
E0088,F,40,RND_CENTER,16.1,Public_Transport,Monday,No,07:56,08:00,-3,On_Time
