ID,발생일시,사고인지 시간,날씨,기온,습도,공사종류,연면적,층 정보,인적사고,물적사고,공종,사고객체,작업프로세스,장소,부위,사고원인,재발방지대책 및 향후조치계획
TRAIN_04371,2023-04-22 오전 08:55,정규작업 -,흐림,17℃,23%,건축 / 건축물 / 공동주택,"22,062㎡","지상 4층, 지하 5층",떨어짐(10미터 이상),없음,건축 > 창호 및 유리공사,가시설 > 비계,청소작업,공동주택 / 외부,비계 / 상부(위),2~3층 외벽청소 중 로프 파단에 의한 추락,외부 달비게계 작업 중지 및 외부 작업 시 사전 안전 조치 후 인양 장비 사용 예정에 대한 확인 중인 조치 계획.
TRAIN_04372,2023-04-22 오전 08:40,정규작업 -,맑음,20℃,52%,산업환경설비 / 환경시설 / 하수처리시설,-,-,부딪힘,없음,건축 > 철근콘크리트공사,건설자재 > 철근,조립작업,하수처리시설 / 외부,철근 / 고소,벽체철근 조립 과정중에  불안정한 자세로 무리한 힘을 사용하여 비계와 부딪힘,"부적절한 작업자세 및 무리한 힘의 사용금지에 대한 위험성 평가의 주기적 실시와 올바른 작업자세 및 무리한 힘의 사용금지 교육 실시, 작업 투입 전 근로자 건강상태 확인 철저."
TRAIN_04373,2023-04-22 오전 08:00,정규작업 -,맑음,17℃,60%,건축 / 건축물 / 수련시설,"4,052.11㎡","지상 3층, 지하 1층",넘어짐(기타),없음,건축 > 철근콘크리트공사,건설자재 > 자재,해체작업,수련시설 / 내부,자재 / 벽체,1층 계단 벽체 거푸집해체 작업 중 근로자가 불안전한 행동으로 무게중심을 잃어 뒤로 넘어지면서 오른쪽 발 뒷굼치 골절발생,"안전수칙 준수와 특별안전교육 실시, 작업 전 안전교육 및 안전체조 실시."
TRAIN_04374,2023-04-22 오전 07:05,정규작업 -,맑음,20℃,70%,건축 / 건축물 / 종교시설,"2,736.35㎡","지상 4층, 지하 1층","절단, 베임",없음,건축 > 목공사,건설공구 > 공구류,절단작업,종교시설 / 내부,공구류 / 바닥,둥근톱을 작업대 위에 올려두고 합판을 밀어 절단작업을 진행하던 중 작업자의 장갑이 둥근톱에 말려들어가 손가락이 절단되는 등 사고발생,절단 작업 등 관찰자가 필요한 작업 시 2인 1조 작업과 안전수칙 준수에 대한 재발 방지 대책 및 향후 조치 계획.
TRAIN_04375,2023-04-21 오후 04:30,정규작업 -,맑음,167℃,50%,건축 / 건축물 / 공동주택,"98,516㎡","지상 29층, 지하 2층",떨어짐(2미터 이상 ~ 3미터 미만),없음,건축 > 가설공사,가시설 > 비계,조립작업,공동주택 / 내부,비계 / 옆,"재해자 부주의, 안전하게 BT비계를 이용하지 않는 불 안전한 행동","이동식 비계 사용 작업 대상 특별안전점검교육 실시, 지정된 통로 확보, 작업자의 불안전행동 통제 및 관리감독 철저, (주)제3스틸 측의 산재처리 예정."
TRAIN_04376,2023-04-21 오후 04:20,정규작업 -,흐림,18℃,60%,건축 / 건축물 / 운동시설,200㎡,"지상 1층, 지하 0층",물체에 맞음,없음,건축 > 타일 및 돌공사,시설물 > 건물,해체작업,운동시설 / 내부,건물 / 바닥,햄머드릴로 기존 바닥타일 제거중 파편에 의한 자상,공사지작전 안전교육 및 현장 안전관리 철저 시행과 안전장구 착용의 향후 조치 계획.
TRAIN_04377,2023-04-21 오후 03:00,정규작업 -,흐림,18℃,60%,건축 / 건축물 / 공동주택,"16,271.91㎡","지상 14층, 지하 5층",물체에 맞음,낙하,기계설비 > 기계설비공사,부재 > 배관,설치작업,공동주택 / 내부,배관 / 상부(위),재해자가 배관 행거 작업 후 사다리에서 내려오던 중 기 고정된 배관이 탈락되어 재해자의 머리에(안전모) 맞음.,근로자의 불안전한 행동 감시와 작업간 위험요인에 대한 안전교육 실시 및 점검과 안전지도 강화.
TRAIN_04378,2023-04-21 오후 03:00,기타 -,맑음,18℃,88%,건축 / 건축물 / 근린생활시설,"1,335.38㎡","지상 4층, 지하 2층",물체에 맞음,없음,토목 > 가설공사,가시설 > 버팀대,설치작업,근린생활시설 / 내부,버팀대 / 뒤,"신호기사와 장비기사 상호 신호, 지시 불명확으로 소통오류 발생","장비와 신호자 상호간 신호방법 교육, 안전교육 강화로 안전의식 고취, 사전 위험성평가를 통한 위험요소 제거."
TRAIN_04379,2023-04-21 오후 02:40,정규작업 -,맑음,18℃,40%,건축 / 건축물 / 기타,"84,821.75㎡","지상 25층, 지하 3층",부딪힘,없음,기계설비 > 기계설비공사,건설자재 > 철근,설비작업,기타 / 내부,철근 / 바닥,작업을 위해 이동 중에 부주의,전근로자에게 사고사례 전파 및 작업전 이동동선 확인 철저와 재발방지를 위한 교육 실시 및 안전조치 요청을 통한 재발 방지 대책 마련.
TRAIN_04380,2023-04-21 오후 02:30,정규작업 -,맑음,9℃,58%,건축 / 건축물 / 공동주택,"53,951.98㎡","지상 18층, 지하 2층","절단, 베임",없음,건축 > 철근콘크리트공사,건설공구 > 공구류,절단작업,공동주택 / 외부,공구류 / 옆,작업자 부주의,사고원인 파악 및 관련 안전교육 철저 시행.
TRAIN_04381,2023-04-21 오후 02:30,정규작업 -,맑음,20℃,50%,토목 / 옹벽 및 절토사면 / 옹벽,-,-,질병,없음,토목 > 토공사,질병 > 질병,타설작업,옹벽 / 천단부,질병 / 상부(위),근로자의 근골격계 만성질환(우측 대퇴부 경부)에 따른 통증,작업자 건강상태 확인 및 고령자 고강도 작업 지양을 통한 재발 방지 대책과 작업자 채용 시 건강상태 확인을 포함한 향후 조치 계획.
TRAIN_04382,2023-04-21 오후 02:20,정규작업 -,맑음,23℃,32%,건축 / 건축물 / 업무시설,659.88㎡,"지상 2층, 지하 0층",떨어짐(2미터 미만),없음,건축 > 철근콘크리트공사,시설물 > 건물,조립작업,업무시설 / 외부,건물 / 1층 기둥,이동식 비계 위에서 철근 배근 조립 작업 후 내려오는 과정에서 작업자 부주의로 이동식 비계 옆 거푸집 쪽으로 넘어짐,"해당 사례를 통한 작업자 안전교육 철저와 현장 내 불필요 자재 정리정돈, 작업 전 안전교육 및 안전점검 철저."
TRAIN_04383,2023-04-21 오후 02:00,정규작업 -,맑음,26℃,90%,건축 / 건축물 / 숙박시설,"63,349.78㎡","지상 49층, 지하 6층",기타,없음,전기설비 > 전기설비공사,건설공구 > 공구류,천공작업,숙박시설 / 내부,공구류 / 지하,드릴 등 공도구 분리 작업시 반드시 배터리를 분리 후 작업을 해야 하나 근로자 임의로 손을 회전체에 넣은 뒤 드릴 버튼 동작으로 인한 불안전행동,전동공구 정비 시 배터리 분리 조치와 TBM 및 정기안전교육을 통한 회전체 사용 시 장갑 착용 위험성 교육을 포함한 안전교육 지도.
TRAIN_04384,2023-04-21 오후 01:40,정규작업 -,맑음,20℃,60%,건축 / 건축물 / 업무시설,"127,499㎡","지상 4층, 지하 10층",넘어짐(기타),없음,전기설비 > 전기설비공사,기타 > 기타,마감작업,업무시설 / 내부,기타 / 바닥,개인질환(저혈당)이 있는상태로 당일 약 복용없이 작업실시했다고함,개인질환 및 일일 개인 건강에 대한 사전 작업전 관리 강화.
TRAIN_04385,2023-04-21 오후 01:30,정규작업 -,맑음,12℃,49%,건축 / 건축물 / 기타,"6,462㎡","지상 6층, 지하 2층","절단, 베임",없음,건축 > 철근콘크리트공사,건설공구 > 공구류,기타,기타 / 내부,공구류 / 바닥,공구 전원 미차단 후 정비작업 시도,작업순서 준수와 작업자 안전교육 실시 철저에 대한 재발 방지 대책 및 향후 조치 계획.
TRAIN_04386,2023-04-21 오후 01:30,정규작업 -,맑음,22℃,50%,건축 / 건축물 / 공동주택,222.45㎡,"지상 32층, 지하 4층",끼임,없음,건축 > 철근콘크리트공사,가시설 > 거푸집,정리작업,공동주택 / 외부,거푸집 / 바닥,"벽체 철근사이 협소한 공간으로 무리한 거푸집(유로폼) 이동, 단차부 거푸집 이동정리시 단독작업",작업장소 변경과 해체정리 팀 일일작업전 특별교육 실시를 통한 사고예방 조치.
TRAIN_04387,2023-04-21 오후 01:00,정규작업 -,맑음,16℃,61%,건축 / 건축물 / 공동주택,"291,883.25㎡","지상 44층, 지하 2층",물체에 맞음,없음,건축 > 철근콘크리트공사,가시설 > RCS발판,기타,공동주택 / 외부,RCS발판 / 바닥,"자재(알루미늄 발판)를 바닥에 눕혀서 보관하지 않고, 세워둔 상태로 보관","전도 위험이 있는 자재를 바닥에 눕혀서 보관하고, 자재 적재에 대한 교육 실시 여부를 확인하는 조치."
TRAIN_04388,2023-04-21 오전 11:15,정규작업 -,맑음,15℃,40%,토목 / 기타 / 부지조성,-,-,물체에 맞음,없음,토목 > 토공사,시설물 > 옹벽,설치작업,부지조성 / 외부,옹벽 / 앞,어스앙카 강선이 감겨 해체하고자 그라인드로 절단하던 중 절단된 강선의 탄력으로 인해 강선이 왼손 엄지손가락을 타격하여 골절,작업전 안전사고 주의 교육 철저 및 주변 정리 실시.
TRAIN_04389,2023-04-21 오전 11:00,정규작업 -,맑음,15℃,49%,토목 / 교량 / 도로교량,-,-,떨어짐(2미터 미만),없음,토목 > 교량공사,건설공구 > 사다리,양중작업,도로교량 / 인접주변,사다리 / 상부(위),작업중 말비계(H=0.7m) 상부에서 떨어져 사고발생,근로자 사고 내용 전파 및 교육과 안전교육 및 안전점검 실시를 통한 재발 방지 대책.
TRAIN_04390,2023-04-21 오전 11:00,정규작업 -,맑음,15℃,38%,건축 / 건축물 / 공동주택,"1,947,630,803㎡","지상 49층, 지하 2층",부딪힘,없음,건축 > 철근콘크리트공사,건설자재 > 자재,해체작업,공동주택 / 내부,자재 / 알폼 폼타이,알폼 해체 시 크로우바(빠루)를 알폼에 넣어 위에서 아래 방향으로 당겨 해체할 때 벽체 및 구조물 방향으로 힘을 무리하게 가하여 크로우바를(빠루)를 놓치며 왼손 검지손가락을 벽체 알폼 및 폼타이에 부딪침.,"크로우 바를 한 곳에 넣어 제꼈을 때 해체가 어려운 경우 무리한 힘을 사용하지 않고 다각도로 조절하여 해체를 실시하며, 관리감독자의 주관으로 특별안전교육과 작업 전 개별 TBM을 실시하고, 수시 위험성 평가를 반영하여 현장에서 확인 및 관리를 철저히 하는 조치 계획."
TRAIN_04391,2023-04-21 오전 10:30,정규작업 -,맑음,20℃,45%,토목 / 옹벽 및 절토사면 / 옹벽,-,-,넘어짐(미끄러짐),없음,토목 > 가설공사,가시설 > 거푸집,이동,옹벽 / 외벽,거푸집 / 거푸집 이동중,지면이 미끄럽지 않고 평평한 작업구역 임에도 불구하고 작업자 부주의에 의함,근로자 사례교육 실시와 현장관계자 감시활동 강화를 통한 동종사고 예방 및 재해조사팀 운영과 결과보고.
TRAIN_04392,2023-04-21 오전 10:00,정규작업 -,맑음,25℃,40%,건축 / 건축물 / 공동주택,"13,428.66㎡","지상 3층, 지하 39층",넘어짐(미끄러짐),없음,건축 > 방수공사,기타 > 기타,절취작업,공동주택 / 지붕,기타 / 상부(위),10시경 102동 옥상 우레탄 샘플 채취 하던 중 미끄러지면서 우측 무릎을 부딪혀 우측 슬개골 골절,TBM 및 특별안전보건교육 시 유사사례 교육 및 전파 실시.
TRAIN_04393,2023-04-21 오전 10:00,정규작업 -,맑음,18℃,30%,건축 / 건축물 / 공동주택,"1,182,227㎡","지상 25층, 지하 2층",부딪힘,없음,기타 > 기타,기타 > 기타,이동,공동주택 / 외부,기타 / 앞,폐기물 운반 중 우측 발 뒤꿈치를 장비에 부딪힘 → 우측 아킬레스 부상,작업 환경 점검과 작업자 안전 교육 실시 및 현장 작업 전 주변 정리 철저 지시.
TRAIN_04394,2023-04-21 오전 09:30,기타 -,맑음,15℃,60%,토목 / 도로 / 도로,-,-,물체에 맞음,없음,토목 > 가설공사,가시설 > 흙막이가시설,굴착작업,도로 / 내부,흙막이가시설 / 지하,도로 터파기 지하에서 양수작업 도중 상부에서 주먹2개정도의 낙석에 머리를 맞아 후두부 일부 출혈 발생,시공사 및 현장대리인에게 작업자 안전관리대책 마련을 위한 경고 조치와 개인안전보호구 착용 지시.
TRAIN_04395,2023-04-21 오전 09:30,정규작업 -,맑음,17℃,52%,건축 / 건축물 / 공동주택,"88,390㎡","지상 25층, 지하 1층",넘어짐(미끄러짐),없음,기타 > 기타,건설자재 > 파이프서포트,기타,공동주택 / 104동 주변주차장,파이프서포트 / 옆,작업자의 불안전한 행동,근로자 작업방법 및 작업순서 교육과 위험성 평가를 통한 위험사항 도출 및 지속적인 현장 관리와 관리감독자 교육.
TRAIN_04396,2023-04-21 오전 09:00,정규작업 -,맑음,15℃,45%,토목 / 하천 / 기타,-,-,떨어짐(2미터 미만),없음,토목 > 하천공사,가시설 > 작업발판,설치작업,기타 / 외벽,작업발판 / 옆,안전발판설치 중 작업자의 부주의로 미고정된 발판을 고정이 된것으로 착각하여 설치를 진행하다가 낙상사고 발생,안전교육 실시를 통한 작업 시 안전에 대한 경각심 고취 및 공사현장 안전교육 계획.
TRAIN_04397,2023-04-21 오전 09:00,정규작업 -,맑음,20℃,10%,건축 / 건축물 / 공동주택,"87,996㎡","지상 45층, 지하 4층",넘어짐(물체에 걸림),없음,건축 > 건축물 부대공사,건설자재 > 자재,해체작업,공동주택 / 내부,자재 / 바닥,T/C 기초 해체 및 작업중 바닥 잔여자재로 인해 작업자 부주의로 넘어짐,안전교육 및 작업장 주변 정리정돈을 통한 재발 방지 대책과 향후 조치 계획.
TRAIN_04398,2023-04-21 오전 07:45,정규작업 -,맑음,14℃,40%,건축 / 건축물 / 공동주택,"36,586.70㎡","지상 34층, 지하 2층",물체에 맞음,없음,건축 > 철골공사,건설자재 > 철근,운반작업,공동주택 / 외부,철근 / 바닥,트럭에서 철근 하역작업 중 피해자가 철근에 부딛쳐 바닥으로 추락함,"현장 특별 안전점검 실시 및 강화, 자재 반입 및 하역 작업 시 신호수 배치 철저, 철근 하역 시 다발 해체하지 않고 묶음으로 작업, 동일 사항 발생 방지를 위한 관리 감독 철저."
TRAIN_04399,2023-04-21 오전 00:00,기타 -,흐림,23℃,50%,건축 / 건축물 / 근린생활시설,"3,223.56㎡","지상 7층, 지하 1층",기타,기타,건축 > 해체 및 철거공사,질병 > 질병,운반작업,근린생활시설 / 외부,질병 / 상부(위),스티로폼 폐기물 운반 작업 중 아무런 이상 및 특별할 것 없는 작업 일정이었으며 작업 진행으로 기흉이 발생되어 산재 신청요청.,철거작업자 분진마스크 착용 및 교육 철저.
TRAIN_04400,2023-04-20 오후 08:49,연장근무 -,맑음,16℃,44%,건축 / 건축물 / 공장,"257,123㎡","지상 8층, 지하 1층",부딪힘,없음,기계설비 > 해체 및 철거공사,건설자재 > 천정패널,운반작업,공장 / 외부,천정패널 / 바닥,전동핸드카 사용하여 자재 운반중 방향 전환시 속도를 줄이지 않고 회전하면서 운반자재에 뒤끔치를 부딪힘,전동핸트카 저속모드 사용과 회전시 회전방향 진입 금지 조치 시행.
TRAIN_04401,2023-04-20 오후 06:00,정규작업 -,흐림,14℃,70%,건축 / 건축물 / 창고시설,"1,387,063.12㎡","지상 10층, 지하 1층",부딪힘,없음,건축 > 철근콘크리트공사,건설기계 > 고소작업차(고소작업대 등),설치작업,창고시설 / 내부,고소작업차(고소작업대 등) / 하부(아래),"PC 조립 작업을 위하여, 굴절 고소작업대 탑승 후 램프 하부구간 비포장 구간 이동 중 지반이 평탄하지 않은 구간에서 작업대가 흔들리면서 탑승중인 근로자의 오른쪽 무릎을 내부 안전난간에 부딪힘","고소작업대 이동구간 지반 단차 부위 흙 되메우기 실시, T/L 내부 구조물 보양, 사고사례 교육 및 부딪힘 사고 예방 교육 실시."
TRAIN_04402,2023-04-20 오후 04:35,정규작업 -,흐림,24℃,30%,건축 / 건축물 / 교육연구시설,"10,709㎡","지상 4층, 지하 1층","절단, 베임",없음,건축 > 금속공사,건설공구 > 공구류,설비작업,교육연구시설 / 내부,공구류 / 상부(위),그라인더 작업 중 날 파손으로 인한 사고,"그라인더 작업 시 보안경 및 보안마스크 착용과 위험성 평가 재시행, 추후 조치사항 발주처 보고에 따른 승인 후 작업 재개."
TRAIN_04403,2023-04-20 오후 04:30,정규작업 -,맑음,18℃,70%,건축 / 건축물 / 기타,"28,036㎡","지상 6층, 지하 2층",기타,없음,건축 > 건축 토공사,기타 > 기타,정리작업,기타 / 외부,기타 / 운전원,현장내 장비(로더) 이동중 연악지반으로 바퀴 일부가 빠지면서 운전원 부상 발생,현장 내 침하 예상 구간의 골재 치환 작업과 연약 지반의 골재 치환 및 이동 통로 강판 깔기 등 재발 방지 대책 마련.
TRAIN_04404,2023-04-20 오후 04:20,정규작업 -,맑음,28℃,30%,토목 / 교량 / 도로교량,-,-,"절단, 베임",없음,토목 > 교량공사,건설공구 > 공구류,형틀 및 목공,도로교량 / 인접주변,공구류 / 상부(위),스킬 작업 중 스킬날이 나무결에 걸려 튕겨 올라 왼쪽 새끼 손가락을 베임,"근로자 사고 내용 전파 및 교육, 절단방지장갑 지급을 통한 베임 및 절단 사고 방지, 안전교육 및 안전점검 실시."
TRAIN_04405,2023-04-20 오후 04:00,정규작업 -,맑음,24℃,30%,건축 / 건축물 / 기타,85.84㎡,"지상 2층, 지하 0층",넘어짐(기타),없음,건축 > 철골공사,토사 및 암반 > 굴착사면,이동,기타 / 외부,굴착사면 / 바닥,작업자 부주의로 인한 사고로 판단됨,동일한 사고의 재발 방지를 위한 안전교육 실시와 현장 주변의 정리 정돈 조치.
TRAIN_04406,2023-04-20 오후 03:22,정규작업 -,맑음,22℃,40%,건축 / 건축물 / 공동주택,"268,268㎡","지상 29층, 지하 3층",교통사고,전도,토목 > 토공사,토사 및 암반 > 경사면,부설 및 다짐작업,공동주택 / 외부,경사면 / 상부(위),되메우기 작업과 작업장 주변에 터파기/성토 작업의 병행으로 인해 덤프트럭 이동통로가 좁아짐.  덤프트럭이 지반이 약한 단부쪽으로 붙어서 이동하다 발생한 사고,"재발 방지를 위한 되메우기 작업 시 원도급사 안전관리자 상주, 작업 시작 전 TBM 실시, 신호수의 적합한 배치 및 교육, 작업계획서에 따른 철저한 관리감독, 위험공종 작업 시 안전관리자 또는 안전감시원 상주, 주기적인 교육 실시."
TRAIN_04407,2023-04-20 오후 03:22,정규작업 -,맑음,196℃,53%,산업환경설비 / 산업생산시설 / 석유화학공장,-,-,"절단, 베임",없음,기계설비 > 기계설비공사,건설공구 > 공구류,절단작업,석유화학공장 / 내부,공구류 / 탱크 roof 철골 상부,절단작업 중 그라인더를 떨어뜨려 근로자 부상,작업 시 안전한 자세 확보를 위한 교육 실시 및 보조손잡이 활용에 대한 유도 및 점검.
TRAIN_04408,2023-04-20 오후 03:00,정규작업 -,흐림,20℃,30%,건축 / 건축물 / 기타,"11,715㎡","지상 10층, 지하 2층",끼임,없음,건축 > 가설공사,가시설 > 기타 가시설,운반작업,기타 / 내부,기타 가시설 / 지하,현장 내 복공 하부 5단 우각부 강관버팀보 설치작업 중 강관이음재를 옮겨 내려놓던 중 강관이음재의 요철부위에 장갑이 걸리게 되면서 강관이음재와 강관버팀보 사이에 끼어 우측 약지에 골절을 입은 재해입니다.,가시설 부자재 상태 확인 후 시공 교육과 안전사고 관리 철저 기조치.
TRAIN_04409,2023-04-20 오후 03:00,정규작업 -,흐림,18℃,60%,건축 / 건축물 / 공동주택,"179,415.62㎡","지상 49층, 지하 4층",물체에 맞음,없음,건축 > 철근콘크리트공사,가시설 > 거푸집,해체작업,공동주택 / 내부,거푸집 / 바닥,"근로자의 불안전 행동, 거푸집 해체 작업 순서 미준수(상부의 유로폼을 먼저 해체하고 하부의 유로폼을 해체)",근로자의 불안전 행동 금지와 거푸집 해체 시 작업 순서 준수(상부 유로폼 먼저 해체 후 하부 유로폼 해체) 및 안전교육 실시.
TRAIN_04410,2023-04-20 오후 03:00,정규작업 -,맑음,20℃,30%,건축 / 건축물 / 업무시설,"75,176.47㎡","지상 20층, 지하 4층",기타,없음,건축 > 가설공사,가시설 > 안전시설물,설치작업,업무시설 / 외부,안전시설물 / 바닥,휀스 좌표값 위치 표시를 위한 길이 측정 작업 중 줄자를 걸고 있는 오른손 중지에 통증을 느낌,관리감독 철저 및 안전교육 실시를 통한 재발 방지 대책과 향후 조치 계획.
TRAIN_04411,2023-04-20 오후 02:00,정규작업 -,흐림,24℃,58%,건축 / 건축물 / 공동주택,"69,402.30㎡","지상 49층, 지하 5층",화상,없음,기계설비 > 기계설비공사,부재 > 배관,용접작업,공동주택 / 내부,배관 / 테이블리프트 내부,용접 불티 관리 미흡,용접작업 시 불티 비산 방지 철저와 안전화 안쪽으로 불티가 들어가지 않도록 치마각반 등의 사용.
TRAIN_04412,2023-04-20 오후 01:30,정규작업 -,흐림,21℃,80%,건축 / 건축물 / 운동시설,"1,883.02㎡","지상 1층, 지하 0층",넘어짐(미끄러짐),없음,건축 > 철근콘크리트공사,건설자재 > 파이프서포트,준비작업,운동시설 / 옥상층 바닥,파이프서포트 / 바닥,거푸집 제작에 필요한 자재를 준비하여 작업하는 중 부주의로 바닥에 놓은 파이프서포트를 밟아 미끄러짐,작업 시 주변 정리와 사고 내용을 다른 작업자에게 전달하여 안전에 주의하도록 교육 실시와 현장 자재 관리 철저 및 사고 예방을 위한 교육 필요성 인식.
TRAIN_04413,2023-04-20 오후 01:00,정규작업 -,맑음,22℃,40%,건축 / 건축물 / 공장,"1,408㎡","지상 3층, 지하 0층",떨어짐(분류불능),없음,건축 > 건축물 부대공사,건설자재 > 자재,설치작업,공장 / 내부,자재 / 상부(위),안전난간 설치 불가구간에 생명줄 설치하였으나 재해자 안전대의 안전고리 미체결로 인한 떨어짐,안전고리 생명줄 체결과 산재처리 및 해당공종 근로자 특별안전교육 실시.
TRAIN_04414,2023-04-20 오후 12:20,정규작업 -,맑음,19℃,55%,건축 / 건축물 / 업무시설,"463,098㎡","지상 11층, 지하 7층",물체에 맞음,없음,건축 > 철근콘크리트공사,건설자재 > 파이프서포트,설치작업,업무시설 / 내부,파이프서포트 / 상부(위),시스템 동바리 시공 순서 미준수(동바리 설치시 수직재 및 수평재를 설치 완료 한 후 상부에서 U-HEAD JACK을 설치하여야 하나 동시에 실시함),"시스템 동바리 시공 순서 준수, 두 본 이상 연결한 수직재 취급 또는 설치 시 2인 1조 작업 실시, 외국인 근로자 안전교육 시 통역 번역기 활용을 통한 이해도 확인, 현장 점검 시 시스템 비계 및 동바리 작업순서 준수 여부 확인 강화."
TRAIN_04415,2023-04-20 오전 11:00,정규작업 -,맑음,20℃,45%,건축 / 건축물 / 업무시설,"11,554.22㎡","지상 5층, 지하 1층",깔림,없음,건축 > 철근콘크리트공사,건설자재 > 철근,준비작업,업무시설 / 외부,철근 / 바닥,철근 적재장중 슬립밴드를 철근 다발에 걸기위해 철근 묶음용 강선에 슬립밴드를 묶어 1차적으로 철근 고임목 설치 작업을 하다가 철근 다발 강선이 터져 철근에 협착 되었음.,"규정 공도구 및 일반공구 사용에 관한 관리감독 철저, 관리자의 작업방법 지도 철저, 관리자의 작업 투입 전 안전성 및 작업방법에 대한 안전교육 실시, 수시 안전점검을 통한 불안전한 행동 및 상태 제거와 안전사고 예방."
TRAIN_04416,2023-04-20 오전 10:55,정규작업 -,맑음,18℃,75%,토목 / 상하수도 / 하수도,-,-,"절단, 베임",없음,토목 > 관공사,기타 > 지하매설물,천공작업,하수도 / 내부,지하매설물 / 지하,작업자 집중력 저하 및 힘조절 실패,"사고사례 전파와 추가 사고 방지를 위한 교육 및 안전관리 실시, 안전교육 철저, 개인보호구 착용 철저, 작업공간 확보, 작업자 불안전 행동 금지, 관리감독자 밀착 관리 실시."
TRAIN_04417,2023-04-20 오전 10:45,정규작업 -,맑음,12℃,10%,건축 / 건축물 / 기타,63.25㎡,"지상 1층, 지하 0층",끼임,없음,건축 > 건축물 부대공사,건설기계 > 기중기(이동식크레인 등),운반작업,기타 / 외부,기중기(이동식크레인 등) / 바닥,"크레인 작업 중, 운전원과의 신호체계 미흡으로 인한 사고발생","사고 알림 및 현장 교육 실시, 지정된 현장 작업 근로자 교육 및 작업장 정돈, 지속적인 안전 관리와 현장 교육 실시를 통한 안전 확보."
TRAIN_04418,2023-04-20 오전 10:20,정규작업 -,맑음,22℃,45%,건축 / 건축물 / 운동시설,"5,190㎡","지상 2층, 지하 1층",떨어짐(3미터 이상 ~ 5미터 미만),없음,건축 > 금속공사,부재 > 슬래브,운반작업,운동시설 / 내부,슬래브 / 바닥,안전난간대 해체 후 운반작업 중 미끄러짐으로 추락,재해 발생 방지를 위한 공문 시행과 현장 내 안전시설물 임의 해체 금지 및 관리 감독 강화에 따른 안전관리 철저와 현장 안전관리 지시.
TRAIN_04419,2023-04-20 오전 10:20,정규작업 -,강우,19℃,50%,건축 / 건축물 / 창고시설,"49,106㎡","지상 7층, 지하 2층",물체에 맞음,없음,건축 > 철골공사,건설자재 > 자재,연결작업,창고시설 / 외부,자재 / 상부(위),타워크레인 장비결함,사용장비 일제 재점검과 안전관리 철저 및 작업자 계도에 대한 재발 방지 대책.
TRAIN_04420,2023-04-20 오전 10:00,정규작업 -,맑음,17℃,50%,건축 / 건축물 / 숙박시설,"79,634㎡","지상 4층, 지하 2층",넘어짐(물체에 걸림),없음,건축 > 건축물 부대공사,,이동,숙박시설 / 내부,/ 상부(위),작업자 부주의,동일한 사고가 발생하지 않도록 안전교육 실시.
TRAIN_04421,2023-04-20 오전 09:43,정규작업 -,흐림,16℃,70%,토목 / 철도 / 일반 및 고속철도,-,-,부딪힘,없음,토목 > 토공사,건설기계 > 굴착기,굴착작업,일반 및 고속철도 / 외측(신설공사 부지),굴착기 / 버켓(붐대),백호우 장비 운전원의 부주의로 인한 사고발생,"사고 이후 현장 즉시 작업 중단 및 장비 운전원, 신호수, 작업 반장 특별 교육 실시 예정."
TRAIN_04422,2023-04-20 오전 09:10,정규작업 -,흐림,15℃,92%,건축 / 건축물 / 공동주택,"77,084.61㎡","지상 23층, 지하 1층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,건설자재 > 자재,조립작업,공동주택 / 내부,자재 / 바닥,최**(재해자 본인)이 2023년 04월 20일 오전 09시 10분경 105동 9층에서 벽체 철근을 위해 철근 배분 작업 중 갱폼 고정용 와이어를 살피지 못하고 철근을 옮기다가 와이어에 발이 걸려 앞으로 넘어지면서 바닥에 눕혀진 각재(철근 고임목 용도)에 오른쪽 옆구리 부위를 부딪친 사고임.,"갱폼 고정용 와이어 전도방지용 식별표 설치, 작업 이동동선 확인 및 동선 내 불필요 자재 정리정돈, 작업 전 TBM 시 작업 순서 및 주변 위험사항 파악을 통한 재발 방지 대책 마련."
TRAIN_04423,2023-04-20 오전 09:00,정규작업 -,맑음,15℃,60%,토목 / 기타 / 부지조성,-,-,떨어짐(2미터 미만),없음,토목 > 가설공사,기타 > 기타,기타,부지조성 / 인접주변,기타 / 사업지구 경계부 휀스 인근,호수공원 경계부 가설휀스에 부착된 디자인휀스 시트 제거작업을 위하여 이동식 사다리에 올라 시트제거 작업 중 중심을 잃고 약 0.8m 아래로 떨어짐,사고사례 안전교육 강화 실시
TRAIN_04424,2023-04-20 오전 09:00,정규작업 -,맑음,24℃,50%,토목 / 하천 / 수문/통문,-,-,떨어짐(2미터 미만),없음,토목 > 철근콘크리트공사,가시설 > 가설계단,이동,수문/통문 / 인접주변,가설계단 / 바닥,사다리 결속 및 주변 현장 정리 미흡,"가시설물 고정 확인과 현장 주변 정리, 작업 전 안전교육 실시의 철저함."
